date_key,full_date,day,month,month_name,quarter,year,week_of_year,day_of_week,is_weekend
1425,2024-11-25,25,11,November,4,2024,48,Monday,False
1426,2024-11-26,26,11,November,4,2024,48,Tuesday,False
1427,2024-11-27,27,11,November,4,2024,48,Wednesday,False
1428,2024-11-28,28,11,November,4,2024,48,Thursday,False
1429,2024-11-29,29,11,November,4,2024,48,Friday,False
1430,2024-11-30,30,11,November,4,2024,48,Saturday,True
1431,2024-12-01,1,12,December,4,2024,48,Sunday,True
1432,2024-12-02,2,12,December,4,2024,49,Monday,False
1433,2024-12-03,3,12,December,4,2024,49,Tuesday,False
1434,2024-12-04,4,12,December,4,2024,49,Wednesday,False
1435,2024-12-05,5,12,December,4,2024,49,Thursday,False
1436,2024-12-06,6,12,December,4,2024,49,Friday,False
1437,2024-12-07,7,12,December,4,2024,49,Saturday,True
1438,2024-12-08,8,12,December,4,2024,49,Sunday,True
1439,2024-12-09,9,12,December,4,2024,50,Monday,False
1440,2024-12-10,10,12,December,4,2024,50,Tuesday,False
1441,2024-12-11,11,12,December,4,2024,50,Wednesday,False
1442,2024-12-12,12,12,December,4,2024,50,Thursday,False
1443,2024-12-13,13,12,December,4,2024,50,Friday,False
1444,2024-12-14,14,12,December,4,2024,50,Saturday,True
1445,2024-12-15,15,12,December,4,2024,50,Sunday,True
1446,2024-12-16,16,12,December,4,2024,51,Monday,False
1447,2024-12-17,17,12,December,4,2024,51,Tuesday,False
1448,2024-12-18,18,12,December,4,2024,51,Wednesday,False
1449,2024-12-19,19,12,December,4,2024,51,Thursday,False
1450,2024-12-20,20,12,December,4,2024,51,Friday,False
1451,2024-12-21,21,12,December,4,2024,51,Saturday,True
1452,2024-12-22,22,12,December,4,2024,51,Sunday,True
1453,2024-12-23,23,12,December,4,2024,52,Monday,False
1454,2024-12-24,24,12,December,4,2024,52,Tuesday,False
1455,2024-12-25,25,12,December,4,2024,52,Wednesday,False
1456,2024-12-26,26,12,December,4,2024,52,Thursday,False
1457,2024-12-27,27,12,December,4,2024,52,Friday,False
1458,2024-12-28,28,12,December,4,2024,52,Saturday,True
1459,2024-12-29,29,12,December,4,2024,52,Sunday,True
1460,2024-12-30,30,12,December,4,2024,1,Monday,False
1461,2024-12-31,31,12,December,4,2024,1,Tuesday,False
